album,album_0,album_1,album_2,album_3,album_4,album_5,album_6
Cần Lắm Khi Đông Về (Single),0.010047773,0.00075073243,0.057038844,0.008776225,0.022206414,-0.019755984,0.058924615
Cần Lắm Đấy (Single),0.02594546,0.0034839213,-0.022369493,-0.026462793,-0.023868727,0.013245508,-0.022315606
Cặp Đôi Số 10 (Single),-0.022707932,-0.0307796,-0.018412232,0.021959351,0.012111744,-0.005625961,0.02918086
Cỏ Úa - Có Thế thôi,-0.024577234,-0.0012264668,-0.011812242,0.00027310214,-0.014806012,0.021322757,0.0149399
Cố Chấp (Single),-0.008003636,0.015189369,0.009443762,-0.018319359,-0.015777726,-0.015692826,-0.008306993
Cố Chấp Yêu Một Người (Single),0.00026345477,0.034924816,-0.00114509,-0.016548116,0.010287976,0.0070087975,0.0072653787
Cố Giữ Hay Phải Quên Đi (Single),-0.019749086,0.0046685264,0.013461907,0.056211483,-0.0016462296,-0.009695401,0.014058103
Cố Gắng Yêu Em Là Chưa Đủ (EP),0.013540548,0.02535347,-0.025118858,-0.033542097,0.020148199,-0.047967922,-0.03222163
Cố Nhân 2 (Single),0.011978632,-0.00957371,0.0024286888,0.00081038225,0.001356472,0.015290797,0.023894105
Cố Quên Càng Nhớ (Single),-0.021203134,-0.010175238,-0.012466112,-0.0007152416,-0.005085139,0.00060153456,-0.06662238
Cố Quên Điều Cần Nhớ (EP),0.008293858,-0.015844207,-0.009427277,0.0071676746,0.0045693913,-0.0047330568,-0.02504142
Cố Tỏ Ra Anh Ổn (Single),0.009774563,0.0050997487,0.004020939,-0.012876289,-0.0044210106,-0.0027903654,-0.0014322683
Cổ Tích Tình Yêu,0.0114279855,-0.00988576,0.00590406,0.0019079491,0.033980854,-0.0018939674,-0.020010844
Cổ Tích Tình Yêu (EP),-0.01546396,-0.03393683,0.006651178,-0.015152508,-0.0068884054,0.011147402,-0.03221682
Cội Nguồn Tu,0.014059788,-0.007856967,-0.032624993,-0.016521757,0.0011784427,0.015617965,-0.020087315
Cứ Mặc Anh Đau (Single),0.011102419,-0.031534553,-0.024517376,-0.007846495,0.014181836,0.012872212,-0.048653692
Cứ Yêu Đi (Single),0.0011281254,-1.6067923e-05,0.00020310134,0.025154784,0.024543963,-0.026938144,0.0134427
Cứ Đi Con Đường Em,0.025212154,0.005232212,-0.012148554,-0.019348985,0.020837273,-0.0071305805,-0.012016689
Cứ Đi Rồi Sẽ Đến (Single),-0.00031381025,0.031255256,0.023418475,-0.030493092,-0.026865084,-0.007270475,0.0062961476
Cửu Long Gọi Mời,-0.035268653,0.0050548594,-0.0024364318,-0.01737633,-0.01758962,0.008078853,0.011811401
DKM (Don't Kill Me) (Single),0.0070532374,0.01972699,-0.006787552,6.6985354e-05,0.027548287,-0.02844208,0.0016707204
Dance On Me (Single),-0.03866788,-0.0038946166,0.0069571845,0.011790219,0.019210918,-0.00606208,0.027062774
Darling Don't Cry (Single),0.018404678,0.012995827,0.021416355,0.030818582,-0.02148297,-0.0089494465,0.02295888
Desert Rain (Single),0.007018815,-0.028686503,-0.034541603,-0.0160936,-0.021969412,0.028826565,-0.05779911
Did I Make You Happy (Single),0.0024427683,0.03490658,-0.027590383,-0.04076588,-0.008341061,0.008258024,-0.03986479
Dizzneyland (Single),-0.025269428,-0.0045645176,0.007940008,-0.0015839494,-0.004773936,-0.00085178914,0.043375276
Djududju (Single),0.038915332,-0.007006608,0.0010776445,-0.0033729821,0.0035040914,-0.012625669,-0.05121852
Do You Know (Single),0.02576397,0.007528658,-0.027183224,0.0014302281,-0.029216846,0.0039005768,-0.024314025
Don't Be Shy (Vietnamese - English Version) (Single),0.031751882,0.0017520342,-0.0029464937,0.008542271,0.016154245,-0.009003008,0.027908232
Don't Forget (Single),0.014329935,-0.028012538,0.0034579313,0.011799566,-0.022934025,0.017337913,0.0063488646
Don't Make Me Cry (Single),-0.0064745382,-0.0054036677,0.0021689422,0.019194271,0.017450538,-0.02065907,-0.029381504
Dreamer (Single),-0.021389326,0.009571721,0.033735774,0.0016942099,-0.005210967,0.021036813,0.02245298
Duyên Không Phận,-0.0021318272,-0.010007387,-0.03214443,0.014889084,-0.030679237,0.025440857,-0.03452216
Duyên Kiếp,0.029392725,-0.007685484,-0.051324822,0.009670875,-0.0069832243,-0.006393081,-0.0057432335
Duyên Kiếp (Single),0.004246886,0.01612195,0.020347042,0.022450035,-0.007166502,-0.008544808,-0.0016834326
Duyên Mình Lỡ (Cover),0.027380014,-0.0056498647,-0.005148748,0.008313189,0.0017355796,-0.023814363,-0.009213267
Duyên Mình Lỡ (Single),0.010448607,-0.0036485903,-0.024008196,0.009106948,0.012408399,0.017577877,-0.045323733
Duyên Nợ Hồng Trần (Single),0.021560598,0.011510683,0.0041993717,-0.023196848,0.0021879808,0.0100437505,-0.012041573
Duyên Nợ Là Không (EP),0.0001427412,-0.007563992,-0.0009239577,-0.013952876,0.012154651,-0.011036655,0.0082675265
Duyên Phận,0.0049247146,0.0071121855,0.0554428,0.001572974,0.055337764,-0.025217766,0.07473469
Duyên Phận 2,0.004196351,-0.0041631507,0.032890428,-0.007584189,0.023765866,-0.030894661,-0.018245472
Duyên Phận 2 - Duyên Con Gái,-0.0007009357,0.021262944,0.13384807,-0.035948288,0.09623293,-0.070860006,0.15155633
Duyên Phận vol 2,-0.013054898,0.02070126,1.2459233e-05,0.010270495,-0.010679332,0.017456401,0.010922157
Duyên Số An Bài (Single),0.0020451874,-0.0077091767,-0.0031027421,-0.019892614,0.016273763,-0.003861045,0.015182475
Duyên Thầm,0.02868535,-0.007378341,-0.03003819,-0.052907594,0.019960575,-0.005797611,-0.06980334
Duyên Tình,0.023645438,-0.0114186015,0.02135688,-0.018621057,0.026421878,-0.01787587,0.019882143
Duyên Tình Duyên (Single),0.00265191,0.020120079,-0.0013399685,-0.0068085417,-0.021028562,0.01883917,-0.02367999
Duyên Tình Xứ Thanh (Single),-0.004467065,-0.015971096,-0.05472555,0.023168659,-0.0102065895,0.034428928,-0.043389242
Dáng Em Lụa Là (Single),-0.017191181,0.026622975,0.042603187,-0.009832998,0.03943696,-0.0005192552,0.057123266
Dáng Lụa Áo Dài (Single),0.002471981,-0.020232696,0.00013446435,-0.004190564,-0.028399188,0.041926462,-0.017555999
Dáng Ngọc Bolero,-0.008665636,0.024909234,0.07112341,0.0037461997,0.02694523,-0.06397053,0.08471829
Dáng Xưa,-0.017911393,0.011665942,-0.023118634,-0.019219968,-0.031320497,0.04598893,-0.039135296
Dân Ca Quê Hương,0.018430755,-0.007784716,0.017996738,-0.005798923,0.01650357,-0.006134802,0.0028144815
Dân Ca Remix: Thân Phận Nghèo,-0.015705887,-0.0058822045,-0.022609,0.00074834225,-0.038472064,0.005241087,-0.025469381
Dâng Hoa Đêm Di Đà (Single),-0.009047821,-0.009467329,0.019643601,0.0018170495,0.028469514,-0.0082123745,0.0038219534
Dâng Y Cà Sa,-0.006665068,0.0076939343,-0.0440712,0.018248072,-0.040807646,0.024733486,-0.03460581
Dòng Thời Gian (Remix Single),0.010059999,0.015094382,0.020841401,0.019001437,0.048919607,-0.014736652,-0.0017457651
Dù Anh Có Biết (Kyle Mix) (Single),0.041651286,-0.010964739,-0.030437801,-0.035187066,0.007910659,0.010301182,-0.031922925
Dù Anh Có Biết (Single),-0.041199036,0.006360552,0.057433058,0.08698347,-0.0061900676,-0.006528525,0.051531065
Dù Anh Không Muốn (Single),0.05458955,-0.028223211,-0.047525607,-0.018525023,0.026620459,0.04780088,-0.053156085
Dù Anh Muốn,-0.019484052,-0.015934426,0.00046519042,0.029785141,-0.05213344,0.010883053,0.047535148
Dù Anh Nghèo,0.0009834543,0.028922755,0.032169487,0.0032568076,0.054523252,-0.0039013992,0.025290132
Dù Chẳng Phải Anh (Single),-0.0009272501,-0.009232421,0.031009894,0.010704214,-0.017599884,0.013462538,0.027875278
Dù Ta Không Cùng Nhau (EP),0.000118616226,0.004172611,-0.04580667,-0.016886784,-0.008337183,0.04202383,-0.08207837
Dù Đúng Dù Sai Anh Vẫn Yêu (Single),0.0020274713,-0.0417599,-0.010977389,0.03806843,-0.04120346,0.0010029856,0.028312009
Dĩ Vãng Buồn (Single),0.011471282,-0.025903162,-0.027278641,-0.00070026517,-0.017816653,0.029866036,-0.0727686
Dĩ Vãng Còn Đâu (Single),0.0016374454,0.01720191,-0.04345978,-0.06680706,0.00085901766,0.029319089,-0.08446259
Dĩ Vãng Nhạt Nhòa (Cover),0.0005830221,0.0038754966,-0.005564754,-0.038430013,-0.007882873,-0.008930976,-0.023484623
Dĩ Vãng Nhạt Nhòa (Single),0.008209707,-0.0063393936,-0.023685804,0.026905322,-0.012912907,0.011957677,-0.025877148
Dạ Cổ Hoài Lang,-0.0112391645,-0.03724288,-0.014299828,-0.02377716,0.0049204463,0.008851816,-0.033067036
Dạ Khúc,-0.043282818,-0.04956529,-0.011702555,0.0051655034,-0.017119242,0.0051622833,-0.05534318
Dạ Khúc Cho Tình Nhân,-0.008950581,0.0069813714,0.025345108,0.0019003093,0.034467213,0.0043265074,0.0012658738
Dạ Khúc Nửa Vầng Trăng (Single),0.0012845952,-0.0037241555,-0.009176476,0.008733762,-0.005992898,0.017171895,-0.023044609
Dặm Bước Đường Dài (Single),0.03345732,0.02005789,-0.035233654,-5.917251e-05,0.005352647,0.022146378,-0.029614082
Dệt Mộng Tương Tư (Single),0.01200307,0.004063881,0.019853514,0.0004347071,0.0015216016,-0.0024477192,-0.025344457
Dốc Mù Sương (Single),-0.01790555,0.016803075,-0.02614046,-0.021719757,0.00012973323,-0.021497194,0.008112536
Dối (Bầu Trời Của Khánh OST) (Single),-0.020656299,0.012257718,0.0147148995,0.043430347,0.005061696,-0.0019194015,0.004176902
Dối Trá Và Sự Thật (EP),0.012217684,0.01577835,-0.024041371,-0.019932061,-0.0022133887,0.030813675,-0.044139814
Dối Trá Và Sự Thật (Single),0.04291206,-0.029232446,-0.0050789053,-0.01507785,0.011224066,-0.0028217933,-0.019023592
Dừng Lại Một Chút (Single),7.75218e-05,0.013495652,-0.0030378806,-0.0097287875,0.009172074,-0.041652687,-0.00040942803
E Ấp (Single),0.0036125511,0.014769939,-0.006083408,0.023176072,-0.0019572284,-0.00070223043,-0.03567756
Em (Single),-0.028822456,-0.0010649301,0.018556755,0.0127163185,0.037543185,-0.006133266,0.023567075
Em Biết (Single),-0.013946968,0.013164377,0.011722588,-0.014561271,0.013699013,0.001065284,0.04706619
Em Chính Là Người Anh Yêu (Remix) (Single),0.0114037935,0.022913652,-0.028564418,-0.006382468,-0.009390218,0.029685548,-0.05666132
Em Chính Là Người Anh Yêu (Single),0.003636362,0.00068808754,0.009261746,0.007450746,0.021797504,-0.010304803,0.03128674
Em Chưa Bao Giờ (Single),0.0039212485,0.020093486,-0.024269575,-0.042863123,-0.006458255,-0.028684724,-0.00838622
Em Chưa Quên Người Ấy (Single),-0.007900495,0.0014014638,0.012307552,0.015752742,-0.0076194084,0.005243119,0.022878926
Em Chưa Đủ Đẹp Sao Anh (Single),0.0038339577,0.019469429,0.0016699657,0.0050800513,0.021200325,-0.013757202,0.024184221
Em Chỉ Muốn Yêu Thôi Mà (Single),-0.014363885,0.015409887,0.001530791,0.0095467325,0.020757584,-0.014637423,-0.012843221
Em Chịu Không (Single),-0.026356895,0.0006711446,-0.040093504,0.019542005,-0.009682666,0.04066632,0.035395287
Em Chờ Đến Bao Giờ,0.016542802,-0.0067593246,0.010738534,-0.05149545,0.021829797,-0.010634248,-0.07762597
Em Còn Lại Gì? (Single),0.010265777,0.0030751522,0.018836942,0.0030676678,-0.014646759,0.02059939,-0.01398406
Em Có Còn Chờ Anh,0.004139402,0.024110435,-0.018488359,-0.010168118,0.029445713,-0.023067215,0.016679287
Em Có Ghé Thăm Nỗi Buồn (Single),-0.04015939,0.030003453,0.01197422,-0.00092997996,-0.002973163,-0.01981871,0.010329168
Em Có Khi Nào (Single),0.01378468,0.009165808,0.000980204,0.004368973,0.030104637,-0.026587566,0.025581032
Em Có Mơ Đêm Nay (Single),0.029408688,0.031668283,-0.08615814,-0.032210432,0.0036979273,0.010307697,-0.029607713
Em Có Nhớ (Single),-0.002759597,-0.020881116,-0.0112974765,-0.0099912975,0.028238248,0.031950735,-0.016867457
Em Có Về Đà Lạt Không Em,-0.006755398,-0.020153692,0.028360516,0.0018198742,-0.031160548,-0.010297819,-0.027794456
Em Hay Lắm (Single),-0.004703878,-0.0029980666,0.013853992,0.02143566,0.001500725,-0.0051042154,0.025884638
Em Hãy Nhắn Tin (RnB Jazz Version) (Single),0.0073329406,0.005818206,-0.0063529657,-0.0016314641,-0.0033425852,0.025470108,-0.053279437
Em Hạnh Phúc Chứ (Single),0.00088015123,-0.00900575,-0.021124402,-0.007985836,0.05501858,0.027020091,0.007966905
Em Không Là Duy Nhất (Cover) (Single),0.008538599,0.013240838,0.012272106,0.014401983,0.017625509,0.0010449272,0.030970817
Em Không Như Anh Nghĩ (Single),0.024889007,-0.013926767,-0.013052521,-0.023081426,-0.00079306075,0.027893985,-0.03166527
Em Không Sao Mà (Single),0.022894,-0.0005386321,0.025669083,0.0016179063,0.012353554,-0.007887121,-0.0037742755
Em Không Thuộc Về Anh (Single),-0.012555212,-0.004996377,0.0029442906,0.018871458,-0.03298757,-0.008545933,0.030425364
Em Không Thể (Single),-0.0380154,-0.0077613727,0.0061518243,0.006837438,-0.004605199,0.032867897,0.057420723
Em Là Của Anh (Single),0.07043485,0.019543068,-0.034124404,-0.022377972,0.008804622,0.028147187,-0.069053195
Em Là Tình Tôi Đấy,-0.0034342944,-0.0065337466,-0.07363136,0.015446286,-0.0004801169,0.019217372,-0.062307
Em Là Định Mệnh Của Anh (Single),-0.021646613,0.014723944,0.0060327183,-0.008268995,0.007658325,-0.023331782,-0.0017116859
Em Lấy Chồng Đi (Single),-0.01470547,-0.013161573,0.02732487,-0.0012864459,0.0005379915,-0.004264715,-0.025522131
Em Muốn Anh Đưa Em Về (TAD Sound Remix) (Single),0.016268639,-0.0018512278,-0.062927745,-0.011877114,-0.0090236645,0.031564824,-0.08139579
Em Muốn Cái Gì Đây? (Single),0.005968968,-0.007028629,-0.0004935436,0.03602606,-0.0004817782,-0.017268302,0.022117918
Em Mây (Single),-0.0073597496,0.019397158,0.014963398,-0.000595019,0.01157469,-0.033532176,0.071842074
Em Mãi Bên Anh (Single),-0.0070773615,0.0012759275,-0.023222739,-0.023844842,0.028874937,-0.0067146095,-0.034061946
Em Mệt Rồi (Single),0.032591708,0.005580199,-0.025611833,0.0084693,-0.01433942,-0.014337128,0.0048698233
Em Ngủ Chưa? (Single),-0.03379557,-0.0006594419,0.008735107,0.0013084173,-0.033306234,0.02123328,0.029074932
Em Nè (Single),0.01693797,0.036759615,-0.029544735,0.026324749,0.007944712,0.016896198,-0.03168585
Em Sai Rồi Anh Xin Lỗi Em Đi (#ESRAXLED) (Single),-0.008934824,-0.013915466,0.0065344675,0.058206238,-0.0005408853,-0.0167294,0.07792991
Em Sẽ Hối Hận (Single),0.016844247,0.0026748609,0.0066774436,0.012470303,-0.03380204,0.0049771015,-0.033500426
Em Sẽ Không Cần Anh Đâu (Single),-0.015547669,0.007221119,0.030596595,-0.0041095093,-0.019592125,-0.004186644,0.055003453
Em Sẽ Không Quên,0.030687163,0.0014163476,0.01622442,-0.013449198,0.02887204,-0.0064660893,-0.014536369
Em Sẽ Không Quên (Single),0.018929379,-0.013242943,-0.0126818465,-0.05503576,-0.024630476,-0.0007283419,-0.065316856
Em Thích Chị (Single),0.0040337527,-0.0050506247,-0.0037313253,-0.00444501,-0.0015359807,-0.0011902216,0.042711847
Em Trong Kỷ Niệm (Single),0.014653589,0.002697609,0.007603325,0.01657885,-0.024280258,0.006855345,0.0207311
Em Trong Mắt Tôi (DJ Minh Trí Remix),0.019652825,0.041123368,0.032003086,0.0017802536,0.027820434,-0.035798192,-0.012927784
Em Tuyệt Vời Nhất,0.004725369,0.027246783,-0.0288851,0.016224958,-0.020562833,-0.015107009,-0.030229088
Em Tôi Chưa Biết (Single),0.02154015,0.0056579923,-0.031163048,-0.01744056,-0.03564472,0.005587007,-0.061308898
Em Viết Nên (Single),-0.00634318,0.023909187,0.0244874,0.0063470327,0.014732885,-0.022826128,0.019918974
Em Vẫn Chưa Có Người Yêu (Single),-0.002117622,-0.0014214978,0.00835781,0.023908112,-0.031126818,-0.00010922495,0.027491778
Em Vẫn Chưa Về (Single),-0.0236538,-0.010262379,0.023703441,0.042625863,-0.015302594,-0.006081646,0.04454095
Em Vẫn Tin (Top Hits 33),0.034377597,0.0075194165,0.022915903,-0.004267484,0.0155039,-0.012466224,-0.03805832
Em Về Tinh Khôi (Cover),-0.023050725,-0.022914082,-0.037785225,-0.032449264,-0.013768601,0.028329968,-0.024979362
Em Về Tinh Khôi (Single),0.030144373,-0.018761158,0.008473486,-0.027267462,0.0051558884,0.0012415594,-0.045558494
Em Về Với Huế,-0.032262947,0.01842044,0.061507963,-0.008995229,0.0089186225,0.0033275492,0.07301415
Em Về Với Người,0.0034212917,-0.019457556,0.00863976,-0.010746861,0.0115182735,0.03286747,0.022808528
Em Xin Anh (Single),0.01944523,-0.0052200165,0.019942869,0.0013547722,0.0093418015,-0.018684486,0.039137263
Em Yêu À,-0.0025262118,-0.0059866197,0.010491903,-0.015892806,0.008470495,0.022177149,0.037246607
Em À Mình Chia Tay Nhé (EP),0.008905719,-0.004647422,0.021698246,0.020490149,-0.016364878,0.0012656779,0.03086996
Em Ăn Sáng Chưa (Single),-0.013663235,0.018157119,0.019409452,0.012368938,0.029421255,-0.016446732,0.039176773
Em Đang Nơi Nào (Single),-0.030301888,0.030054614,-0.0035246997,-0.008390283,-0.024968537,0.014246094,0.023937795
Em Đang Ở Đâu Đấy (Cover) (Single),0.031720124,0.014772621,-0.04074175,-0.024718758,-0.015006447,0.025525982,-0.11320452
Em Đi Trên Cỏ Non,0.024165833,0.022824707,0.0050649256,-0.014937891,0.04501464,-0.013148844,0.0060361223
Em Đã Chủ Động Rồi Nha (Single),0.009490714,-0.025448555,0.004893929,0.0009053044,-0.014481288,0.026219582,0.0071881204
Em Đã Sai Rồi Em (Single),0.021421906,0.017724967,0.032858364,-0.016742336,-0.0067776046,-0.020676002,-0.035098743
Em Đã Từng (Cover) (Single),0.019487396,-0.0032603922,-0.018872837,-0.028268825,-0.017284214,-0.005355666,0.026457798
Em Đã Từng (Single),0.004065351,0.004061061,0.031843584,0.015370145,0.008893607,-0.030956347,0.05830117
Em Đẹp Em Có Quyền (Single),-0.0026642985,0.011270122,0.033951752,-0.004282969,-0.021915408,0.012846513,0.009870936
Em Đừng Diễn Nữa (Single),-0.0049004094,-0.0020023144,0.008332003,0.024795566,-0.00836934,0.017985057,0.03651914
Em Ơi (Single),0.011715444,-0.014524768,0.004006268,0.081499994,-0.009773506,-0.0120378975,0.04313392
Em Ơi Anh Muốn,-0.0053546275,-0.0016472634,-0.0063649034,0.012490195,-0.024058148,0.004801918,0.0105630215
Em Ơi Em Đâu Rồi (Single),0.00046347827,-0.025187159,0.02021299,0.033999894,0.008199206,-0.0041283066,-0.0066215047
Em Ơi Làm Vợ Anh Nhé (Single),-0.005421385,-0.00848412,0.0050069457,0.025439281,0.0059505245,0.00084414036,0.027527165
Em Ơi… À (Single),-0.0046367636,-0.0005048532,0.0017925896,-0.003664971,0.014276902,-0.005252251,0.029589629
Em Ở Đâu,0.0064994185,-0.014057626,0.0074161915,-0.025659543,0.012645918,-0.0061871717,-0.017765317
Em Ở Đâu (Single),0.018040057,-0.008960471,0.012313882,-0.047261886,0.0034109994,-0.024875572,-0.044698346
Em Ở Đây – Anh Ở Đâu? (Single),-0.005460762,-0.016065931,-0.029029872,-0.025339251,0.006205467,0.013503452,-0.009332602
EmmE (Single),0.0018863104,-0.0061786333,-0.024039734,0.014412197,-0.00044822544,0.03161796,0.017099237
Everyday (Single),-0.02806642,1.2268871e-05,0.022501294,-0.0053434656,0.032153632,0.0020460929,0.06034398
FCMM. (Single),8.854214e-05,0.014780469,-0.008994547,-0.031283278,0.009019018,-0.0032891235,0.005041695
Face Time (Single),-0.0076584728,-0.0067913756,0.021994004,0.006821613,0.0032785921,-0.020530006,0.022767406
Fake Love (Remix) (Single),-0.0060699047,0.01973517,0.026219323,0.008201682,-0.0016543269,-0.021072846,-0.0088269515
Fall In Love (Single),-0.0049155564,0.009514111,0.06284785,0.03611631,-0.0044957297,-0.010048432,0.06337055
Follow My Way (Single),-0.0025010337,-0.03174324,-0.0011614561,-0.005020191,0.009132847,-0.008377233,-0.014865326
Forever Ever,0.005016717,-0.030737763,0.040248685,0.044137515,-0.0087548075,-0.0050114165,0.0355755
Fortune (Single),0.0104058385,0.0036283075,-0.016868897,-0.024385175,-0.012334304,-0.008615821,0.021878824
From California With Love,0.036355734,-0.019925673,-0.017126245,-0.020624904,0.024968954,0.02343371,-0.059806786
From Me To You,-0.0036447118,0.018090371,0.04113515,0.0154668335,-0.020796701,-0.009563237,0.031692266
Ga Chiều Phố Nhỏ,0.019664332,-0.0148101505,-0.043735445,0.03821542,-0.034622125,0.0060705943,-0.020749148
Ghế Đá Ngày Xưa (Single),0.014183293,-0.018150631,-0.004101487,0.008211663,0.0031702027,0.009328233,0.010479474
Gia Đình Là Điểm Tựa (Single),0.022978883,0.0023940913,-0.0013958744,-0.018799199,0.012340976,0.009225319,-0.015542066
Gia Đình Mình,0.029068083,-0.014698622,-0.028580572,-0.035608687,-0.048874654,-0.0063307853,-0.08053629
Gia Đình Vui Nhộn (My Family),0.012909415,-0.0060754986,-0.024110636,-0.021772286,0.0029545128,0.008088553,-0.047775123
Giai Điệu Tình Quê Vol.1,0.021816583,-0.0053773513,0.028319066,-0.002443368,0.024560157,-0.010743755,0.042186
Giao Thừa Chúc Xuân,0.034976084,-0.023890255,0.013910579,-0.050664485,0.01670524,-0.014767175,-0.04080733
Giao Ước Định Mệnh (Khép Lại Quá Khứ OST) (Single),-0.00010394454,0.010748803,0.017674638,-0.014840683,-0.00826635,-0.009185204,-0.028233698
Già (Single),-0.012137201,-0.01871806,0.029674387,0.03264325,-0.013414338,0.014188236,0.03641972
"Già Gân, Mỹ Nhân & Gangster (Single)",0.030308133,-0.0043274807,-0.028638046,-0.029844275,-0.0056015016,0.022665748,-0.06464874
Giá Ngày Đầu Đừng Nói Thương Nhau (Single),0.023426715,0.029233325,0.042082977,0.008495231,0.021966388,-0.0031441525,-0.0053622527
Giá Như Anh (Single),-0.009925662,0.018146174,0.01076418,0.037506558,-0.01302737,0.02311517,0.03213298
Giá Như Cha Còn Ở Trên Đời (Single),0.038913023,-0.0034864724,-0.0014120654,-0.042526435,-0.008366244,-0.014166082,-0.02808113
Giá Như Có Em (Single),-0.0047187964,0.007117062,0.008230181,0.0002533976,-0.004041547,-0.0060347826,-0.0047042132
Giá Như Có Thể (Single),0.013184583,-0.020121645,0.0054389955,-0.030038338,-0.00059951766,-0.002448142,-0.019383589
Giá Như Quên Được Anh (Single),-0.014867902,-0.007961417,-0.024679426,0.023988884,-0.012814933,0.017335622,-0.023369156
Giá Như Trên Đời Chỉ Cần Tình Yêu (Single),-0.01310931,-0.012542136,0.003308737,-0.00898201,-0.0064253556,0.0037454278,0.004930473
Giáng Sinh Yêu Thương (Single),-0.004753767,0.00994316,-0.004915355,-0.03314791,0.0029653944,0.014544557,-0.008611157
Giáng Sinh Để Nói (Single),0.012135011,0.026471969,-0.03293123,-0.014728332,0.016113598,0.0075644455,-0.012938583
Gió Mùa Xuân Tới,0.032718368,-0.0021473088,0.033410378,-0.034105778,-0.003318642,0.0020973072,0.012517551
Gió Mưa Nắng (Acoustic) (Single),0.015568343,-0.0022192746,-0.012883194,-0.0056603947,0.015622427,-0.01378529,0.011515702
Giăng Tơ (Cover) (Single),0.008040993,-0.0012692108,-0.013743425,-0.04630318,-0.024180826,0.007882076,-0.043623473
Giả Vờ Không Yêu,0.028176242,-0.00024563872,-0.009547355,-0.007520687,-0.006546884,-0.014765354,-0.03214431
Giả Vờ Nói Yêu Em Đi (Single),-0.026858712,0.024961105,0.0146319475,-0.017952923,-0.011874905,-0.007303177,0.030341666
Giản Đơn Một Hạnh Phúc (Single),0.010622106,-0.022825545,0.01708068,0.0046809926,-0.0038806372,-0.0061715445,0.010226776
Giấc Mơ Cánh Cò,-0.0051198057,-0.02045618,-0.010129082,-0.009637688,-0.007519116,0.023186406,-0.016945451
Giấc Mơ Của Kẻ Khờ (Single),-0.006380707,0.022910815,0.035477623,-0.005049159,0.022887755,0.0015998626,0.05359012
Giấc Mơ Hạnh Phúc,0.01044262,-0.007208583,-0.025006613,-0.008001471,-0.012837212,0.021611214,-0.019240532
Giấc Mơ Hồn Tan (Single),-0.01493563,0.012795739,-0.0144558605,-0.013278363,-0.010261002,0.03224919,-0.032059096
Giấc Mơ Mùa Thu,-0.012200038,0.042136617,-0.06441845,0.01089866,-0.043866504,0.04998071,-0.050942034
Giấc Mơ Trắng,0.007605971,0.0019881628,0.0057100886,0.008305888,-0.004770616,-0.0038768635,0.044527333
Giấc Mơ Vụt Tan (Single),0.024407962,0.0076240315,-0.04850757,-0.031574123,0.004787796,0.007529168,0.0072631733
Giấc Ngủ Quên (Single),0.0054549435,-0.019129006,-0.014683574,0.011285558,0.009429103,0.005878286,-0.00072124077
Giấu Nước Mắt (EP),-0.01895434,-0.00453047,0.029955208,0.02910546,0.016886404,0.006648738,0.015727032
Giấu Nỗi Đau Vào Ký Ức (EP),0.027793292,0.016428033,0.019410167,-0.0052188835,0.008307808,-0.0050924234,-0.015031169
Giấu Đằng Sau (Single),0.0028082337,0.022149317,0.009942408,0.019521475,-0.009613177,-0.003779939,0.008253232
Giọng Ca Dĩ Vãng,-0.022939991,-0.029710775,0.008024077,-0.02047279,0.016282964,0.013029536,0.06559757
Giọt Nước Mắt Bay Lên (Single),0.007515136,0.02610128,-0.02629826,-0.027274314,0.019869959,0.0050394954,-0.011359704
Giọt Nước Mắt Thừa (Single),-0.014949265,0.014874315,0.033162717,0.030556481,0.021059405,-0.025017992,0.015265678
Giọt Nắng Bên Thềm,-0.0074276538,0.011710299,0.02543598,-0.004434325,0.013844806,-0.026637265,0.026226316
Giọt Tình Trong Mưa (Single),0.04461056,0.0051310644,-0.0057282667,0.008984981,-0.015852321,-0.017480155,-0.052948046
Giờ Anh Thế Nào (Single),-0.015934171,0.0043122107,0.0026817191,0.016246244,-0.017163735,0.00401648,0.030540068
Giờ Xa Lắm Rồi,-0.012601964,-0.022232305,-0.007870046,-0.018738428,-0.026540387,0.023292843,0.022703053
Giữ Giùm Em Trái Tim (Remix),0.025729343,0.026535261,0.025606167,0.0118360035,0.045888294,0.0019541425,-0.0026007271
Giữ Lấy Làm Gì (Single),0.016700858,0.0047254204,0.017052358,-0.011593329,0.003679073,-0.0077330517,0.035323765
Giữ Lấy Nhau (Cover),-0.009367342,0.015216118,-0.00096276123,0.006502212,-0.030144563,-0.011354182,-0.028324317
Giữa Muôn Vạn Người (Single),-0.017756984,0.012423207,0.021473035,0.010413362,-0.019713556,-0.00426757,0.046671446
Glee Vietnam OST,0.023024464,0.038209766,0.02901811,0.015934693,0.05338379,-0.009743776,-0.03200832
Good Boy Gone Bad (Single),0.016442299,-0.014629111,0.010047923,-0.021868264,0.023011323,0.008138473,-0.012208905
Gác Nhỏ Đêm Xuân,-0.022968346,0.0024319694,0.03138641,-0.011031941,-0.00022975584,0.013671054,-0.026410213
Gái Già Lắm Chiêu 2 OST,-0.01665482,-0.040437143,0.0010365564,0.01849008,-0.0012861069,0.037398856,-0.016188802
Gái Già Tuyển Phi Công (Single),0.0021614346,0.032354154,0.012737865,0.0017598898,0.03248603,-0.025328696,-0.022400076
